image1,image2,label
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000272\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000272\009.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000272\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1002662\003.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2899476\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2899476\010.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2899476\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001877\024.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1586772\003.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1586772\001.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1586772\003.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1952831\006.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1453439\011.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1453439\014.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1453439\011.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3241167\016.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001468\032.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001468\028.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001468\032.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2048753\006.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2259543\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2259543\009.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2259543\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1827939\020.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1315153\016.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1315153\030.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1315153\016.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0674101\015.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0920992\013.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0920992\010.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0920992\013.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0445291\001.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0607516\017.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0607516\007.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0607516\017.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001063\031.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1291934\018.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1291934\019.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1291934\018.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005354\040.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2857804\008.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2857804\011.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2857804\008.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000531\074.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0298807\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0298807\022.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0298807\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1303433\016.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0899366\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0899366\012.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0899366\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004763\227.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2264383\009.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2264383\012.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2264383\009.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001741\012.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1304328\070.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1304328\097.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1304328\070.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1311329\008.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0075666\010.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0075666\020.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0075666\010.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001062\011.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792888\021.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792888\011.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792888\021.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0003888\008.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4765240\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4765240\012.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4765240\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3602977\013.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1010691\050.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1010691\022.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1010691\050.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0295484\001.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1648680\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1648680\016.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1648680\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0281956\034.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3428515\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3428515\061.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3428515\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0006035\018.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001877\010.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001877\042.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001877\010.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3226241\014.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1782667\048.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1782667\078.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1782667\048.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0641816\087.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0842081\135.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0842081\122.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0842081\135.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001938\027.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2253408\002.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2253408\015.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2253408\002.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0222643\023.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001804\115.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001804\085.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001804\115.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1555040\015.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0746896\019.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0746896\003.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0746896\019.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0034390\008.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0674231\039.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0674231\026.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0674231\039.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1104821\012.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0898546\009.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0898546\014.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0898546\009.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3654217\023.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0732497\021.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0732497\038.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0732497\021.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0890808\012.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4588024\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4588024\026.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4588024\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005121\059.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2210709\020.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2210709\018.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2210709\020.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0810218\004.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1248730\002.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1248730\009.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1248730\002.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1760272\058.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1408015\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1408015\010.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1408015\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0712908\009.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0807501\026.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0807501\029.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0807501\026.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2529627\045.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0536883\030.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0536883\022.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0536883\030.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0742146\023.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1967673\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1967673\013.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1967673\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1311821\021.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1009589\034.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1009589\015.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1009589\034.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0751406\005.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0817819\026.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0817819\053.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0817819\026.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0661910\003.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1433900\016.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1433900\017.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1433900\016.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0132257\167.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1968730\022.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1968730\018.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1968730\022.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001089\069.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0170541\019.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0170541\004.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0170541\019.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2578007\172.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1821410\023.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1821410\008.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1821410\023.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0803896\004.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005044\052.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005044\045.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005044\052.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3020763\019.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001971\022.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001971\023.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001971\022.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1817261\011.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0750353\002.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0750353\003.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0750353\002.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0350638\014.jpg,0
